hash,timestamp,input_addresses,input_values,output_addresses,output_values,fee
45e003220f11313d5e80d4fecb69c4d3853bdd426c5f547e24cb36ca74dd29b7,1655371731,"['6a640b6e18cd110a9a6f70a51c7bb83448', 'fe5872185fa9cba28878f806dff7d991b1']","[4.7322906, 3.08494121]",['83ffdcd06c234cd44863f2b51aa6975068'],[4.8504498],0.08410731
a2942b2bb161f5bfa6897b3fa336f3d393ef6589035758a06dc663cf781b8161,1655398134,"['1d5b65d7e840afcfd23c4d74aca5b322cb', '2a25ef22fe8ab9dfb87bc52083e639603b']","[3.23668217, 5.7859408]","['1ce37b10c54a2bb9ee4e1010871007b1b9', 'c64123b4660059261a89312a131f5c974a', '87309855481bdfaedd71f4dbff29ceab67', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f']","[2.6842592, 2.75862157, 0.66677337, 2.86720201]",0.04576682
2e8d0380bad00e99dee852bcbd14af3d2a381bcdb6c19dc7c668a2553d663f5d,1655451831,['f356066644ebb4c59e80cecc2698bbec79'],[82.12562008],['8ec7043821b4aecb295784c12af4dbbb9d'],[92.75377058],0.77640335
362a3ee56d2a40b176751207aa3b3b3d2185b4636fcde657a548937b24c626f3,1655455159,"['293cdd5e9dbddb1c2b6d3aa86eca72ff1c', '618310393e6719583e61accbb8b3d095f2', '15ac7f3765ec60a9ea32036a9790c8a449']","[8.25874478, 4.44270281, 7.43712069]","['b1bcb5f755249ffe296e09fa4cc26525ec', '575fefd9897d1f6ecfabd336768801dfb2']","[8.97949406, 11.01357445]",0.14549977
07fb31b09f6f332fb4290edbe492aa409bcefc38d6a38e200c85cf712954ac0f,1655464386,['4f70aa43bd89f71e2cded8f7103a9e6536'],[60.08405115],['387fb78f1fdd02f2ecc757421dcc11b111'],[77.80813082],0.64901931
7975511b36bd430e24481dba7a197b498031047ff7465db319cea551e3ccdb6f,1655486183,['4b37fe631826d132c908b222bb24844244'],[4.40009691],"['1ce37b10c54a2bb9ee4e1010871007b1b9', 'd5f7ce1a9e9dd4f30c87c8623e9d924773']","[1.95036382, 2.4204373]",0.02929579
caca36c0573c5e3581c0e4dd81c992481c3a38984da6cb1d6c18c939722f619e,1655499355,"['6137c8da21e2b596a5c2527ff7f4809d0e', '53c11c8387b4ed4fce0967b08317239def', '618310393e6719583e61accbb8b3d095f2']","[3.34592098, 3.51879747, 7.63057764]","['4d6a36cd44d977a6a3c9ff68c2d94bbe1f', '50a2f80c864d124ccf368f3e5505b11c5e', '513ce67efc26cb401aada2433d91df8dc6', '8f9ff7ea57c5d14eece13c30dfa504e2e2']","[3.12183443, 5.2286055, 2.9191515, 3.1881496]",0.03755506
8c2dbb7c60458e4fb0842ca099b1e25399b9e56fdf7eecf1bf4f5f5b33127b77,1655517068,"['31da545c3b644ef18d1536ee7e86f25466', '42637b40a51b1ecfac1e88e3cd8e8f27ef', '4a32ecc1f191e2628ea52a1075d0a5fee4']","[2.95654018, 4.36378898, 7.88952657]","['4fc32d460327110dce173d6f2a3cce1fe0', '58fd04d6dfc4233503f56aefa520a0c363', '1fb1679469a30fde6b7674ed39ef7e6cc5', 'fe5872185fa9cba28878f806dff7d991b1', '25b36bac115db3b37f7fc3aa4dce631fe3']","[3.25598522, 5.19061146, 1.1561297, 1.30785504, 4.25907046]",0.04020385
c5370c5d47da4a854bc43a9a3a1f02e5a386c15d33cd26f4bf6f1895fa229475,1655529779,"['0fa651b189e813b9717081db7ddc066734', '2e30e81d131f2de44acd87f5ae87f89f0b']","[6.90980656, 5.60218881]","['57dc79b5d846ee6891e70b900a681fbd49', '191eed2fc0e6745c87740873d8a27af66a', 'f356066644ebb4c59e80cecc2698bbec79']","[4.64373388, 2.04840317, 5.75681469]",0.06304363
71de1b077cfc5fdeb2392fcd99d9c97acf35322c462a19b98e0d9046a552b8b4,1655622462,"['f356066644ebb4c59e80cecc2698bbec79', '64ebf564c12a6b63915a6342c8e7dbb024']","[8.09028986, 5.23432575]","['83b6dc35e5bfde432beb436ac0d12b3933', '0192ce1c53b9590c3ea64f6f1653d24d69', 'c816c976cc4e32fe16f3356407338a4e37', 'c6f46a8d7a1b9164847192d700cd9047ed', 'eb7c978163c0be3286d2f9ad91b72e7ddd']","[5.23570658, 3.40278649, 1.15378221, 0.57062172, 2.92696435]",0.03475426
6780d2d908c4edeb3ea3004d15e3591ac0343b7dcd5e67bf291915e0f1ae6ccf,1655627545,['8fc7b133cf0429ead19aa8cbaaf640d168'],[53.5359677],['90cfb34f6424e918365dc2b8a377a2e912'],[54.38194974],0.02720483
a86aafb405ba2455209fca25a225417898d1e824f10fdb95a38c6b8d63fd7b88,1655664807,"['469a49668ea7a0b748af7ff812740b19a3', '42637b40a51b1ecfac1e88e3cd8e8f27ef']","[1.48223054, 4.18429543]",['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[7.60279622],0.08196412
5306103f94661b7b814df2617fae941fa04db641077db80bb72fb7c3d2d6285f,1655688554,['5fb3cc65954d625073a73fcbbfc0e95afd'],[8.07337314],"['57dc79b5d846ee6891e70b900a681fbd49', 'e49e26b72f8a021227087e663909e3802a', '68a2e49402e529f2b97cee875f27d12a61', '877b1c8bec92d5b567c7de412ec7669f64']","[2.06288441, 1.60324183, 1.53758911, 2.7929647]",0.07669309
2dd38d01b7a651bde487fd3a316b0a8d615b765bf35e54d0536c14063af80e13,1655772661,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[4.85428062],"['4fc32d460327110dce173d6f2a3cce1fe0', '5dde0eb7987d5b618a28b82e3855f58ed5', '1ce4e884247b237e6f932f4fe4ff30e68a']","[1.27276875, 1.41460385, 0.90094637]",0.01402718
7273917933d8a7509f801261ac72eb80fa904e1294cda3de398b93c6063fd3aa,1655863945,['771216b25a4852420805da129f1de6a3e5'],[0.00062982],['1ce4e884247b237e6f932f4fe4ff30e68a'],[0.00024598],8.651e-05
a9fa42726cb481d5d22a08367cb13ad811d25073ac2c1d9dec2df17b70f31208,1655876640,['4b23494c157b8f6a714007f201882e8a32'],[2.39043713],"['f7bfbdd41819c8d7762b5de62811b92a23', '83b6dc35e5bfde432beb436ac0d12b3933']","[1.05487949, 1.32708378]",0.00847386
ae0c05d3eab5421a595b5321058f2ca3d4c84701cbfb08f5371e3790612a416a,1655898871,['e7823a422eb566ac80671d684e17a48534'],[4.4675705],"['1a7cd91753ca4e52882b9576f1848b9341', '15ac7f3765ec60a9ea32036a9790c8a449', '728aaacee6a67e65a0e83b092e1288f43c']","[1.26356602, 1.05596465, 2.12892635]",0.01911348
812a0c19382706d9740b79c8e66103beae539ee44ee46d07d663beb3d994acbb,1655960458,['513ce67efc26cb401aada2433d91df8dc6'],[6.78415844],"['13192bf1e7d4335371a63f64d8bfa04cce', 'f5b815022c686bee76cc6b81bba45c339e']","[3.21739708, 3.53785132]",0.02891004
0e80c0d9ce771ba40f305486071107a40cc5595b15d32060f3c9a1ee7b2a5b5b,1655978047,['204953f0bcb5d1f3257c3a1932225265ec'],[9.59450297],"['fedac584dbf5cc030fc024c1283558ae18', '191eed2fc0e6745c87740873d8a27af66a', 'd2f51e246c47624985c6d13d3845926fb9', 'f7bfbdd41819c8d7762b5de62811b92a23', 'f09de5b50a96669a8b0bc049eae87dc5c7']","[3.48037784, 1.29833767, 2.22573614, 0.93225418, 1.63231275]",0.02548439
17b77844192f559a76c34faba5e8bd5376d728c1294511257e2d2b06a2f28545,1655991233,['07379709b32648049da2752090d830c1bb'],[93.54115133],['1aa8387be99547dd2f8de117488bee7037'],[96.95967159],0.68012782
c6680c746ede3310c4a325268ff56f94d58d40f9343dfbe6c143638d9b1a7fd0,1655993580,"['f0e6035f2ebd8125aef8de92390bb4133d', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f']","[2.08045525, 1.72756843]",['5718e78ddc5f65b810e00292a6f69f3f43'],[3.36830921],0.0229802
bdcfacbef12ceeec39b5641780ea8b9c5aad875c8d3dbdcfe585f760919cf572,1655993980,['4f70aa43bd89f71e2cded8f7103a9e6536'],[55.72128157],['387fb78f1fdd02f2ecc757421dcc11b111'],[96.49430072],0.13653413
53f8347a00a14b9c50b4c7104921b5d596ea5530e65dfb77b5b0658707a72af7,1656099326,"['1ce37b10c54a2bb9ee4e1010871007b1b9', '8f9ff7ea57c5d14eece13c30dfa504e2e2', '575fefd9897d1f6ecfabd336768801dfb2']","[7.16784026, 0.18330077, 1.99066117]","['204953f0bcb5d1f3257c3a1932225265ec', 'e34925d40f59776c5d371739815d29f666', 'f356066644ebb4c59e80cecc2698bbec79']","[2.16507561, 1.07931532, 6.00527269]",0.09213858
1e59c3a1250fd712843e4ae51038df15a1ec1db5d2629f94ac9863be77c3df50,1656116142,"['6a640b6e18cd110a9a6f70a51c7bb83448', '191eed2fc0e6745c87740873d8a27af66a', 'eb7c978163c0be3286d2f9ad91b72e7ddd']","[9.71482036, 7.14352098, 0.63826539]","['1a7cd91753ca4e52882b9576f1848b9341', '25b36bac115db3b37f7fc3aa4dce631fe3', '1898beeb684fae0b8a6c8e760521fcb3be']","[5.3397719, 3.44308627, 8.56552715]",0.14822141
6fcffbd050577fdbb97ca7bdcec88d4ebd7b6574bee4ff1bfd3c7e823502dac1,1656129688,"['4fc32d460327110dce173d6f2a3cce1fe0', '1fb1679469a30fde6b7674ed39ef7e6cc5']","[4.98726909, 5.86164286]",['58fd04d6dfc4233503f56aefa520a0c363'],[10.82431164],0.02460031
aeabeb2d5fee5fc7601aa9d5014c30329c2058651ae538f2b9779aae6c698bb4,1656145687,['f7bfbdd41819c8d7762b5de62811b92a23'],[61.786974],['8ec7043821b4aecb295784c12af4dbbb9d'],[90.66638217],0.8865849
21254360f32ea73d3bb82e68410199f2d33d7e268fe1dbe1701b73ef0ebf8f70,1656149702,"['5fb3cc65954d625073a73fcbbfc0e95afd', 'edc66288a86874a560b59eb3d8d39d5b0e']","[5.04740864, 9.05285013]","['9b511c4f31439699097e89f1c6e33773a8', '58fd04d6dfc4233503f56aefa520a0c363', '204953f0bcb5d1f3257c3a1932225265ec']","[2.2469256, 3.08466464, 8.74326097]",0.02540756
26e28436050a341058ecdb035f14d563049ff3748fbba649789bcd86dd98e1ef,1656150989,"['c64123b4660059261a89312a131f5c974a', 'bf4680bb0862d1853eee99de3bd469c576']","[1.79053354, 5.34747619]",['6a109a5483459f2e36349c02320dc654af'],[7.10940926],0.02860047
242cad20be7682d6541b93acb219027ac32ba050951d54961fb5fe14ae2e0c96,1656167092,['f09de5b50a96669a8b0bc049eae87dc5c7'],[7.03136285],"['8f9ff7ea57c5d14eece13c30dfa504e2e2', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f', '839cd16f9859ded0fcb393c34e20a2a717', '15ac7f3765ec60a9ea32036a9790c8a449', '0fa651b189e813b9717081db7ddc066734']","[2.71040021, 0.97917332, 0.39317281, 1.42283356, 1.49777064]",0.02801231
4158510e0ff273a4d186d1091a08e1bd0112c9bb4bb7a4561e81cda567371132,1656202964,['204953f0bcb5d1f3257c3a1932225265ec'],[64.06747356],['51e2b648a7a3a4144940f5ccc839ac5736'],[50.3321923],0.54414362
0525fd08da5f5802271251f451351f77271d6188b82211e37a63a2d6bb39237f,1656271490,"['618310393e6719583e61accbb8b3d095f2', '8f9ff7ea57c5d14eece13c30dfa504e2e2', 'a34befdebd0038a906d33cdf6be8430099']","[9.51656987, 7.92525325, 6.89282846]",['8b6a7d5536f920666cda39a3cabdc7e722'],[24.2179014],0.11675018
2c289ab43f900e3bbe2e72c417b2497441d3c02ce3ecbc065b3772e26d2b91ec,1656295043,"['1ce37b10c54a2bb9ee4e1010871007b1b9', '41b0b18b1cdbc8b73d8c087056e33af864', 'fe5872185fa9cba28878f806dff7d991b1']","[2.11159646, 9.6124941, 2.62082997]","['9b511c4f31439699097e89f1c6e33773a8', 'e6827d8e95c302c654e4cd164885ed1db3', '26e37e6156a7b52a215995b2b1f61e2937', '1d5b65d7e840afcfd23c4d74aca5b322cb', 'f356066644ebb4c59e80cecc2698bbec79']","[4.42657123, 2.42991771, 1.43995678, 1.42582709, 4.57871516]",0.04393256
7e56ea834bfcf1b7b5176802e0255a46a7f401bdf186844feeb23398878b6722,1656316171,['f125f30bf27736aa9e11466d5b6441bc6f'],[53.11131301],['50a2f80c864d124ccf368f3e5505b11c5e'],[92.87879108],0.07090894
8e8e44bee0ce19d04622957d8b3d353103ba5cdd5b0267d520c9c95c98baceb3,1656359548,"['5fb3cc65954d625073a73fcbbfc0e95afd', '191eed2fc0e6745c87740873d8a27af66a']","[9.42957696, 4.36895448]","['1fb1679469a30fde6b7674ed39ef7e6cc5', 'd5f7ce1a9e9dd4f30c87c8623e9d924773', 'c6f46a8d7a1b9164847192d700cd9047ed', 'f09de5b50a96669a8b0bc049eae87dc5c7', '9b511c4f31439699097e89f1c6e33773a8']","[2.03312278, 5.67692466, 1.18607623, 1.81884979, 3.05130413]",0.03225385
800c89ab6c053319f2087450b878d8147d171996b3a3169e9c143b222c8d454e,1656411223,['13192bf1e7d4335371a63f64d8bfa04cce'],[99.35517621],['3c3a1fbb8381fe2302cfbbafec71971f69'],[78.94902565],0.73966715
3078f987b1b8ce90e1234f2f7dace236f506b4cc88ceacbe8aff4adcf4a1c388,1656526954,"['5cb67ecf3b63f743e4b925049800a2da73', '21ed0ce9c8b33c23665335828ff5978a6a']","[5.42943701, 4.29549683]",['26e37e6156a7b52a215995b2b1f61e2937'],[9.71018359],0.01475025
30709da5b7e27d665ee556f3d9592384e1b18db23a2dcdfb2976abc45706d31b,1656555435,"['d5f7ce1a9e9dd4f30c87c8623e9d924773', 'f7bfbdd41819c8d7762b5de62811b92a23', 'e34925d40f59776c5d371739815d29f666']","[5.21083139, 6.4376383, 4.95017878]","['293cdd5e9dbddb1c2b6d3aa86eca72ff1c', '0192ce1c53b9590c3ea64f6f1653d24d69', 'a0eda8720179ffd4f242412599cadb012b', 'b1bcb5f755249ffe296e09fa4cc26525ec']","[6.98082193, 2.40480668, 1.93754872, 5.12794648]",0.14752466
f060b1308c4b70d9d6c548f46ff1218e7a906b58c71e01ac5478ec77204e0b55,1656600260,"['83b6dc35e5bfde432beb436ac0d12b3933', '728aaacee6a67e65a0e83b092e1288f43c']","[1.00133951, 8.95231492]","['f7bfbdd41819c8d7762b5de62811b92a23', 'b35e6207975232e8bc04ebccc02aabcee9']","[1.99216966, 7.92160966]",0.03987511
0b67aa6b9b7e0dc6651478620e4c4128b6649d72f2823db7dc937178bc6ed47d,1656614225,"['6a640b6e18cd110a9a6f70a51c7bb83448', '8a2dd6a8bf6aca1259083fcd55a1b085de']","[4.43858402, 1.56274355]","['b1bcb5f755249ffe296e09fa4cc26525ec', '6a109a5483459f2e36349c02320dc654af', 'b2f1bf21d8c2cf0edc34739a9c20c7c314', '83b6dc35e5bfde432beb436ac0d12b3933']","[0.70127458, 1.64112208, 1.74301809, 1.87503011]",0.04088271
236adcb48c5597b6cd7b2a093e56bc9372c0af829ca76b9568eb29604eaec46c,1656635161,['57821c9f957e3c8d861b46b6f61b2a0f65'],[2.16329461],"['c6f46a8d7a1b9164847192d700cd9047ed', 'd5f7ce1a9e9dd4f30c87c8623e9d924773', '191eed2fc0e6745c87740873d8a27af66a', 'd5379a3162d47a6f1de81f06682f9b38d2']","[0.23044156, 0.2692007, 0.79142114, 0.86280593]",0.00942528
8f912a470642289e4c3b27c6b23d59cc04ab013d801bbc17546b2ab6932b9704,1656635581,['58fd04d6dfc4233503f56aefa520a0c363'],[7.01154119],"['63f9f80a4e6fb408230167739b0b61142d', '57dc79b5d846ee6891e70b900a681fbd49']","[1.28601603, 5.68187385]",0.04365131
b371cf863ee1078acdfd420c9ce3686e884f8b92c7f58c1a62e50e160f5cfed4,1656638087,"['4b37fe631826d132c908b222bb24844244', 'c816c976cc4e32fe16f3356407338a4e37']","[8.17086512, 9.72812435]",['90cfb34f6424e918365dc2b8a377a2e912'],[17.78321905],0.11577042
22d246cf8c691f6c7755e3ff746cd1d41ab0dfe6199726c99c75e62a623879a4,1656646012,"['f57714a45b39d5a312d236e0512f11782e', '64ebf564c12a6b63915a6342c8e7dbb024']","[5.97428129, 0.53862053]","['a34befdebd0038a906d33cdf6be8430099', '0192ce1c53b9590c3ea64f6f1653d24d69', '57821c9f957e3c8d861b46b6f61b2a0f65']","[2.52149138, 1.29965568, 2.65767408]",0.03408068
c49587411dded334a2ba025379b70fdb5708f4ce1eb61be64e617c08e9fc6943,1656834918,"['25b36bac115db3b37f7fc3aa4dce631fe3', 'e49e26b72f8a021227087e663909e3802a']","[7.88764563, 9.9253351]","['13192bf1e7d4335371a63f64d8bfa04cce', '53c11c8387b4ed4fce0967b08317239def', '33242d9a0d6c07f4fd0585092dc288d38a', 'a34befdebd0038a906d33cdf6be8430099', 'fdbc30246eb7bbc636d7b57bc54389979f']","[3.86314406, 2.37553793, 1.76716537, 1.59258227, 8.10934948]",0.10520162
e226bb249e41a73b718b913debf0c1ace3cf6d80fda600bd2415897afaa103f1,1656868531,['5dde0eb7987d5b618a28b82e3855f58ed5'],[9.68099923],"['d5379a3162d47a6f1de81f06682f9b38d2', 'b35e6207975232e8bc04ebccc02aabcee9', '1ce4e884247b237e6f932f4fe4ff30e68a', '4b23494c157b8f6a714007f201882e8a32']","[3.24543049, 1.28611439, 2.23288527, 2.85015509]",0.06641399
1a15e6a30403b022468f4f216360ee384c57c2d055120822deacc8630818d6cd,1656887277,"['f57714a45b39d5a312d236e0512f11782e', '64ebf564c12a6b63915a6342c8e7dbb024']","[2.44764437, 1.3311472]",['5718e78ddc5f65b810e00292a6f69f3f43'],[2.94910922],0.03237896
2e51910f722bb050e571caca2d65e242fa6abcce4abd4f9094af91bd6e52ce9d,1656961550,"['f57714a45b39d5a312d236e0512f11782e', 'e7823a422eb566ac80671d684e17a48534', '1fb1679469a30fde6b7674ed39ef7e6cc5']","[4.68177911, 6.00280265, 9.66140638]","['1d5b65d7e840afcfd23c4d74aca5b322cb', 'f356066644ebb4c59e80cecc2698bbec79', '1898beeb684fae0b8a6c8e760521fcb3be']","[6.29762274, 5.14952039, 8.81856104]",0.08028397
a19f968b5d3fcd3cf9a0808b5dcd4fc34628dc5a405e0d0d318bf90a8f01df86,1656966206,"['fe5872185fa9cba28878f806dff7d991b1', '1f270ce14af33fdd3b524d8018e7066642', 'f09de5b50a96669a8b0bc049eae87dc5c7']","[8.39406506, 5.71901131, 1.05158646]","['bf4680bb0862d1853eee99de3bd469c576', '00616549f4d24e047419c1d3cab9a2e7c9', '90cfb34f6424e918365dc2b8a377a2e912', 'c64123b4660059261a89312a131f5c974a', 'e34925d40f59776c5d371739815d29f666']","[6.69542357, 3.05398956, 1.26989132, 2.02416085, 2.10077465]",0.02042288
baf7af40cd0dee7f2afbffc946a01b014d64c0973384aa5e12c2c1b51cf96691,1657030854,['1d5b65d7e840afcfd23c4d74aca5b322cb'],[2.47995388],"['42637b40a51b1ecfac1e88e3cd8e8f27ef', '31da545c3b644ef18d1536ee7e86f25466']","[1.11427397, 1.36187123]",0.00380868
ca8bb232c5c124d2d76a0b7cbc5d742f8942c776f009a87bdd7f4da9553bf83a,1657037373,"['eb7c978163c0be3286d2f9ad91b72e7ddd', '6600f41d286b096050b052934fb6ede06d']","[7.43173717, 9.68643408]",['575fefd9897d1f6ecfabd336768801dfb2'],[16.97426079],0.14391046
269033d5e283be36ed1f8a9a396df18bc363d417150189743339dd9f0831d1ba,1657148245,['1d5b65d7e840afcfd23c4d74aca5b322cb'],[2.06180189],"['31da545c3b644ef18d1536ee7e86f25466', '4b23494c157b8f6a714007f201882e8a32', '728aaacee6a67e65a0e83b092e1288f43c', '4fc32d460327110dce173d6f2a3cce1fe0']","[0.48172298, 0.44414595, 0.48226376, 0.64947428]",0.00419492
f3bcbbf7651db40cb528ab31d4c12a25116ca5d247ac1e01b7f18f77bd430d78,1657175961,['25b36bac115db3b37f7fc3aa4dce631fe3'],[1.41288797],"['a34befdebd0038a906d33cdf6be8430099', '57dc79b5d846ee6891e70b900a681fbd49', '1a7cd91753ca4e52882b9576f1848b9341', 'c165a91581c7a5438be7d75e37efd69c08']","[0.275988, 0.47188746, 0.28611768, 0.37520711]",0.00368772
211af96c3dcb80e4811b596dc07cdca69783b1e2f203e1cb7ccffeef3f95f20e,1657194065,['839cd16f9859ded0fcb393c34e20a2a717'],[95.21613641],['387fb78f1fdd02f2ecc757421dcc11b111'],[74.47264209],0.96353188
8630fc060d8033d8d7a8d0b19e1c2015cc88441de40e6009bca90af758adb006,1657215982,"['fedac584dbf5cc030fc024c1283558ae18', '4f70aa43bd89f71e2cded8f7103a9e6536', '1ce37b10c54a2bb9ee4e1010871007b1b9']","[3.41217743, 2.13400919, 4.49106155]",['00616549f4d24e047419c1d3cab9a2e7c9'],[9.95370593],0.08354224
1b8cee9b4e4286d603f95a75579458c4132af05866adb02aa02fb80bf8c80355,1657287391,['1d5b65d7e840afcfd23c4d74aca5b322cb'],[82.61544023],['51e2b648a7a3a4144940f5ccc839ac5736'],[49.30610932],0.97634349
edfb9fd580faf6ba143d1279d89ec460dc7ccb6946110dab8788801d3da361a2,1657291754,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[1.49137682],"['9b511c4f31439699097e89f1c6e33773a8', 'f7f299f4f5627d077db8c0d82399e47cbe', '6a109a5483459f2e36349c02320dc654af']","[0.91533174, 0.69432778, 0.30678528]",0.03086469
38a42f3a5bc17a87c431a651b5abb57cbf88eb87465577d26ddbf11a12dc9cab,1657292331,['d24a67d9462218fae4672f3534f0ef1a9c'],[1.13195449],['ec1433bd68ac70296d64d675cfaf6273db'],[2.83626151],0.03629883
24e2aaad5c4e548229487409717daed9ff97d66c0fdb8d11b36431ff00b070c0,1657292571,['12baa8ceb4b8d6139d5959b0e7ed40f677'],[1.37525304],['ec1433bd68ac70296d64d675cfaf6273db'],[2.22719304],0.09332934
9f1e67b89a21f88a2f256eec9e43d09e53d3dfd46f10897894f200830f1c2c73,1657292811,['25b36bac115db3b37f7fc3aa4dce631fe3'],[2.28781831],['ec1433bd68ac70296d64d675cfaf6273db'],[4.59150552],0.07682122
3c70a1558c959dc84cc9879ca83408558e2eac496dad8a9b15af0b2f74808a89,1657293051,['1d5b65d7e840afcfd23c4d74aca5b322cb'],[2.29030209],['ec1433bd68ac70296d64d675cfaf6273db'],[2.66030771],0.08595019
dd9c82e9bbd4de7ebc8a637c4fc65e582c3c6ed00f97283f8928b9dc7e8cc66e,1657293291,['f09de5b50a96669a8b0bc049eae87dc5c7'],[1.43559232],['ec1433bd68ac70296d64d675cfaf6273db'],[3.76315507],0.03068597
e158085a6b8b351ab51500a01d2f3ebf802fb187c0d3d82e1a1ab1405692e28b,1657293531,['07379709b32648049da2752090d830c1bb'],[3.52953845],['ec1433bd68ac70296d64d675cfaf6273db'],[1.16058971],0.09158309
2f4f3aa69e13f7cfef6cc5a4f0656afa78551dff6b32a45a992aaf234a193b32,1657293771,['8b6a7d5536f920666cda39a3cabdc7e722'],[3.36758025],['ec1433bd68ac70296d64d675cfaf6273db'],[3.19575406],0.05311595
168fa891a2b8317b48ad87676f2b0254416f1f8a7034206083ae51f577162d7a,1657294011,['575fefd9897d1f6ecfabd336768801dfb2'],[1.70209512],['ec1433bd68ac70296d64d675cfaf6273db'],[3.74757406],0.06974842
32062e36e687c3a43f51d9e460769c91643b070419509d581ee754d37fffb53f,1657294251,['90cfb34f6424e918365dc2b8a377a2e912'],[2.77669672],['ec1433bd68ac70296d64d675cfaf6273db'],[2.11110873],0.04088461
865d13a143646d4d6fcf0ea24c6e94bbda7766a8cfa1eb62d640a1f62a851edf,1657294491,['d2f51e246c47624985c6d13d3845926fb9'],[3.48319657],['ec1433bd68ac70296d64d675cfaf6273db'],[3.77659715],0.05795233
85636eab42642c7e1d08d86fc04ef90f738dbe3763ff9958a3c0c6c04a8668e1,1657294731,['eb7c978163c0be3286d2f9ad91b72e7ddd'],[1.06469839],['ec1433bd68ac70296d64d675cfaf6273db'],[3.4384592],0.06771859
a63f68fe98ac2c43cc482eead85163bf21e88b365bbbdb2361a956478f1c175c,1657294971,['e49e26b72f8a021227087e663909e3802a'],[2.10647212],['ec1433bd68ac70296d64d675cfaf6273db'],[3.29185402],0.06342171
5f5d1e4469060b1683fe1c49d9211d58dd87e6bf0616e8639a038a7e40a98455,1657295211,['1f270ce14af33fdd3b524d8018e7066642'],[2.57494542],['ec1433bd68ac70296d64d675cfaf6273db'],[2.14117181],0.09234172
46dce5950312358ad96bbdb571182cee43b14f176164b8918c399b1887cf2a7d,1657295451,['714d933a74a1c045390802a19ba3f5b2ee'],[3.2708652],['ec1433bd68ac70296d64d675cfaf6273db'],[1.30135272],0.01548656
3a0ba16a00e149692bb05fd9a474dd8ebcf2a257a4157585b364f714c26dce6b,1657295691,['2e30e81d131f2de44acd87f5ae87f89f0b'],[4.83332539],['ec1433bd68ac70296d64d675cfaf6273db'],[3.16809836],0.06603525
456bbcc794dc75ce5ba5bfed16c6660092c9f3fb38298eb0bf2acda2a776fc75,1657377328,['5b6272198d00f0d40cb1b52d786628080c'],[0.00039073],['839cd16f9859ded0fcb393c34e20a2a717'],[0.00088145],5.684e-05
4d275bb30cf089ad5e165e17a6376c57228bb4489bfca5e20404f6dd51dfa84a,1657384410,"['f5b815022c686bee76cc6b81bba45c339e', '50a2f80c864d124ccf368f3e5505b11c5e']","[4.91949179, 3.06061383]",['83ffdcd06c234cd44863f2b51aa6975068'],[3.59584329],0.0859246
c98d7130919e43e2dfa28e331bf0ce6a103fc5ecb8881f5d5f0fa4ee80c8e36b,1657387485,"['eb7c978163c0be3286d2f9ad91b72e7ddd', '1a7cd91753ca4e52882b9576f1848b9341']","[6.66982126, 2.13602626]","['8a2dd6a8bf6aca1259083fcd55a1b085de', 'b35e6207975232e8bc04ebccc02aabcee9', '31da545c3b644ef18d1536ee7e86f25466', 'a0eda8720179ffd4f242412599cadb012b', '21ed0ce9c8b33c23665335828ff5978a6a']","[1.79621058, 2.49481392, 0.62306523, 1.4451237, 2.37537904]",0.07125505
a6ee89da04e5ebc3d31d3a7ac02c4ac6d78882a661e1975482e89fe6eb5a1d6d,1657391414,"['2a25ef22fe8ab9dfb87bc52083e639603b', '5cb67ecf3b63f743e4b925049800a2da73']","[9.75921542, 3.81479989]","['a34befdebd0038a906d33cdf6be8430099', '714d933a74a1c045390802a19ba3f5b2ee', '1fb1679469a30fde6b7674ed39ef7e6cc5', '6600f41d286b096050b052934fb6ede06d']","[4.61972152, 3.98041477, 1.53005258, 3.39214735]",0.05167909
acb0353b109c952568d98d4755c4b8b6b501c29ec8abeca3d16887f92feed155,1657406841,"['07379709b32648049da2752090d830c1bb', '13192bf1e7d4335371a63f64d8bfa04cce', '0fa651b189e813b9717081db7ddc066734']","[8.35907239, 8.89946115, 6.51714108]","['90cfb34f6424e918365dc2b8a377a2e912', '53c11c8387b4ed4fce0967b08317239def', '68a2e49402e529f2b97cee875f27d12a61', '50a2f80c864d124ccf368f3e5505b11c5e', 'edc66288a86874a560b59eb3d8d39d5b0e']","[8.41949509, 5.91347622, 2.82684651, 2.0430922, 4.37151391]",0.20125069
4bcc84d402a2eba5af0bf6e900eb232ba078d57796dd59b94a432156d1543012,1657550925,"['87309855481bdfaedd71f4dbff29ceab67', '07379709b32648049da2752090d830c1bb']","[3.4189444, 8.55553009]","['07379709b32648049da2752090d830c1bb', 'fc4d038805914452f1832e9c15614afd5f', 'eb7c978163c0be3286d2f9ad91b72e7ddd', '8f9ff7ea57c5d14eece13c30dfa504e2e2']","[3.90243034, 2.62826725, 1.8498584, 3.52024839]",0.07367011
